unique_id,bank_account
uniqueid_6570xKenya,1
uniqueid_6571xKenya,1
uniqueid_6572xKenya,1
uniqueid_6573xKenya,1
uniqueid_6574xKenya,1
uniqueid_6575xKenya,1
uniqueid_6576xKenya,1
uniqueid_6577xKenya,1
uniqueid_6578xKenya,1
uniqueid_6579xKenya,1
uniqueid_6580xKenya,1
uniqueid_6581xKenya,0
uniqueid_6582xKenya,1
uniqueid_6583xKenya,1
uniqueid_6584xKenya,1
uniqueid_6585xKenya,1
uniqueid_6586xKenya,1
uniqueid_6587xKenya,1
uniqueid_6588xKenya,1
uniqueid_6589xKenya,1
uniqueid_6590xKenya,1
uniqueid_6591xKenya,1
uniqueid_6592xKenya,1
uniqueid_6593xKenya,1
uniqueid_6594xKenya,1
uniqueid_6595xKenya,0
uniqueid_6596xKenya,1
uniqueid_6597xKenya,1
uniqueid_6598xKenya,1
uniqueid_6599xKenya,1
uniqueid_6600xKenya,1
uniqueid_6601xKenya,1
uniqueid_6602xKenya,1
uniqueid_6603xKenya,1
uniqueid_6604xKenya,1
uniqueid_6605xKenya,1
uniqueid_6606xKenya,1
uniqueid_6607xKenya,0
uniqueid_6608xKenya,1
uniqueid_6609xKenya,1
uniqueid_6610xKenya,1
uniqueid_6611xKenya,0
uniqueid_6612xKenya,0
uniqueid_6613xKenya,1
uniqueid_6614xKenya,0
uniqueid_6615xKenya,1
uniqueid_6616xKenya,1
uniqueid_6617xKenya,1
uniqueid_6618xKenya,1
uniqueid_6619xKenya,1
uniqueid_6620xKenya,1
uniqueid_6621xKenya,1
uniqueid_6622xKenya,1
uniqueid_6623xKenya,1
uniqueid_6624xKenya,1
uniqueid_6625xKenya,1
uniqueid_6626xKenya,1
uniqueid_6627xKenya,0
uniqueid_6628xKenya,0
uniqueid_6629xKenya,1
uniqueid_6630xKenya,1
uniqueid_6631xKenya,0
uniqueid_6632xKenya,0
uniqueid_6633xKenya,0
uniqueid_6634xKenya,1
uniqueid_6635xKenya,1
uniqueid_6636xKenya,1
uniqueid_6637xKenya,1
uniqueid_6638xKenya,1
uniqueid_6639xKenya,1
uniqueid_6640xKenya,1
uniqueid_6641xKenya,0
uniqueid_6642xKenya,1
uniqueid_6643xKenya,1
uniqueid_6644xKenya,0
uniqueid_6645xKenya,1
uniqueid_6646xKenya,1
uniqueid_6647xKenya,1
uniqueid_6648xKenya,1
uniqueid_6649xKenya,1
uniqueid_6650xKenya,1
uniqueid_6651xKenya,1
uniqueid_6652xKenya,1
uniqueid_6653xKenya,1
uniqueid_6654xKenya,1
uniqueid_6655xKenya,1
uniqueid_6656xKenya,1
uniqueid_6657xKenya,1
uniqueid_6658xKenya,1
uniqueid_6659xKenya,1
uniqueid_6660xKenya,1
uniqueid_6661xKenya,1
uniqueid_6662xKenya,1
uniqueid_6663xKenya,1
uniqueid_6664xKenya,0
uniqueid_6665xKenya,1
uniqueid_6666xKenya,1
uniqueid_6667xKenya,1
uniqueid_6668xKenya,1
uniqueid_6669xKenya,1
uniqueid_6670xKenya,1
uniqueid_6671xKenya,1
uniqueid_6672xKenya,1
uniqueid_6673xKenya,1
uniqueid_6674xKenya,1
uniqueid_6675xKenya,1
uniqueid_6676xKenya,0
uniqueid_6677xKenya,1
uniqueid_6678xKenya,1
uniqueid_6679xKenya,1
uniqueid_6680xKenya,0
uniqueid_6681xKenya,1
uniqueid_6682xKenya,1
uniqueid_6683xKenya,1
uniqueid_6684xKenya,0
uniqueid_6685xKenya,1
uniqueid_6686xKenya,1
uniqueid_6687xKenya,1
uniqueid_6688xKenya,0
uniqueid_6689xKenya,1
uniqueid_6690xKenya,1
uniqueid_6691xKenya,1
uniqueid_6692xKenya,1
uniqueid_6693xKenya,0
uniqueid_6694xKenya,1
uniqueid_6695xKenya,1
uniqueid_6696xKenya,1
uniqueid_6697xKenya,1
uniqueid_6698xKenya,1
uniqueid_6699xKenya,1
uniqueid_6700xKenya,1
uniqueid_6701xKenya,1
uniqueid_6702xKenya,1
uniqueid_6703xKenya,1
uniqueid_6704xKenya,1
uniqueid_6705xKenya,1
uniqueid_6706xKenya,0
uniqueid_6707xKenya,0
uniqueid_6708xKenya,1
uniqueid_6709xKenya,1
uniqueid_6710xKenya,1
uniqueid_6711xKenya,1
uniqueid_6712xKenya,1
uniqueid_6713xKenya,1
uniqueid_6714xKenya,1
uniqueid_6715xKenya,1
uniqueid_6716xKenya,1
uniqueid_6717xKenya,1
uniqueid_6718xKenya,1
uniqueid_6719xKenya,1
uniqueid_6720xKenya,1
uniqueid_6721xKenya,1
uniqueid_6722xKenya,1
uniqueid_6723xKenya,1
uniqueid_6724xKenya,1
uniqueid_6725xKenya,1
uniqueid_6726xKenya,1
uniqueid_6727xKenya,0
uniqueid_6728xKenya,1
uniqueid_6729xKenya,0
uniqueid_6730xKenya,1
uniqueid_6731xKenya,1
uniqueid_6732xKenya,0
uniqueid_6733xKenya,1
uniqueid_6734xKenya,1
uniqueid_6735xKenya,1
uniqueid_6736xKenya,1
uniqueid_6737xKenya,1
uniqueid_6738xKenya,0
uniqueid_6739xKenya,1
uniqueid_6740xKenya,1
uniqueid_6741xKenya,0
uniqueid_6742xKenya,1
uniqueid_6743xKenya,1
uniqueid_6744xKenya,1
uniqueid_6745xKenya,1
uniqueid_6746xKenya,0
uniqueid_6747xKenya,1
uniqueid_6748xKenya,0
uniqueid_6749xKenya,1
uniqueid_6750xKenya,1
uniqueid_6751xKenya,1
uniqueid_6752xKenya,0
uniqueid_6753xKenya,1
uniqueid_6754xKenya,0
uniqueid_6755xKenya,1
uniqueid_6756xKenya,1
uniqueid_6757xKenya,0
uniqueid_6758xKenya,1
uniqueid_6759xKenya,1
uniqueid_6760xKenya,1
uniqueid_6761xKenya,1
uniqueid_6762xKenya,1
uniqueid_6763xKenya,1
uniqueid_6764xKenya,0
uniqueid_6765xKenya,1
uniqueid_6766xKenya,1
uniqueid_6767xKenya,1
uniqueid_6768xKenya,1
uniqueid_6769xKenya,1
uniqueid_6770xKenya,1
uniqueid_6771xKenya,0
uniqueid_6772xKenya,1
uniqueid_6773xKenya,0
uniqueid_6774xKenya,1
uniqueid_6775xKenya,1
uniqueid_6776xKenya,1
uniqueid_6777xKenya,1
uniqueid_6778xKenya,0
uniqueid_6779xKenya,1
uniqueid_6780xKenya,0
uniqueid_6781xKenya,1
uniqueid_6782xKenya,1
uniqueid_6783xKenya,1
uniqueid_6784xKenya,0
uniqueid_6785xKenya,1
uniqueid_6786xKenya,0
uniqueid_6787xKenya,1
uniqueid_6788xKenya,1
uniqueid_6789xKenya,1
uniqueid_6790xKenya,0
uniqueid_6791xKenya,1
uniqueid_6792xKenya,0
uniqueid_6793xKenya,1
uniqueid_6794xKenya,1
uniqueid_6795xKenya,0
uniqueid_6796xKenya,1
uniqueid_6797xKenya,1
uniqueid_6798xKenya,1
uniqueid_6799xKenya,1
uniqueid_6800xKenya,1
uniqueid_6801xKenya,1
uniqueid_6802xKenya,1
uniqueid_6803xKenya,0
uniqueid_6804xKenya,1
uniqueid_6805xKenya,1
uniqueid_6806xKenya,0
uniqueid_6807xKenya,1
uniqueid_6808xKenya,1
uniqueid_6809xKenya,1
uniqueid_6810xKenya,1
uniqueid_6811xKenya,1
uniqueid_6812xKenya,1
uniqueid_6813xKenya,1
uniqueid_6814xKenya,1
uniqueid_6815xKenya,0
uniqueid_6816xKenya,1
uniqueid_6817xKenya,1
uniqueid_6818xKenya,1
uniqueid_6819xKenya,1
uniqueid_6820xKenya,1
uniqueid_6821xKenya,0
uniqueid_6822xKenya,0
uniqueid_6823xKenya,1
uniqueid_6824xKenya,1
uniqueid_6825xKenya,0
uniqueid_6826xKenya,1
uniqueid_6827xKenya,1
uniqueid_6828xKenya,1
uniqueid_6829xKenya,1
uniqueid_6830xKenya,1
uniqueid_6831xKenya,1
uniqueid_6832xKenya,1
uniqueid_6833xKenya,1
uniqueid_6834xKenya,1
uniqueid_6835xKenya,1
uniqueid_6836xKenya,1
uniqueid_6837xKenya,1
uniqueid_6838xKenya,0
uniqueid_6839xKenya,1
uniqueid_6840xKenya,1
uniqueid_6841xKenya,0
uniqueid_6842xKenya,1
uniqueid_6843xKenya,1
uniqueid_6844xKenya,0
uniqueid_6845xKenya,1
uniqueid_6846xKenya,1
uniqueid_6847xKenya,1
uniqueid_6848xKenya,1
uniqueid_6849xKenya,0
uniqueid_6850xKenya,0
uniqueid_6851xKenya,1
uniqueid_6852xKenya,1
uniqueid_6853xKenya,0
uniqueid_6854xKenya,1
uniqueid_6855xKenya,0
uniqueid_6856xKenya,1
uniqueid_6857xKenya,1
uniqueid_6858xKenya,1
uniqueid_6859xKenya,1
uniqueid_6860xKenya,1
uniqueid_6861xKenya,1
uniqueid_6862xKenya,0
uniqueid_6863xKenya,1
uniqueid_6864xKenya,1
uniqueid_6865xKenya,1
uniqueid_6866xKenya,1
uniqueid_6867xKenya,0
uniqueid_6868xKenya,1
uniqueid_6869xKenya,1
uniqueid_6870xKenya,0
uniqueid_6871xKenya,0
uniqueid_6872xKenya,1
uniqueid_6873xKenya,0
uniqueid_6874xKenya,1
uniqueid_6875xKenya,1
uniqueid_6876xKenya,1
uniqueid_6877xKenya,1
uniqueid_6878xKenya,0
uniqueid_6879xKenya,1
uniqueid_6880xKenya,1
uniqueid_6881xKenya,1
uniqueid_6882xKenya,1
uniqueid_6883xKenya,0
uniqueid_6884xKenya,1
uniqueid_6885xKenya,1
uniqueid_6886xKenya,1
uniqueid_6887xKenya,1
uniqueid_6888xKenya,1
uniqueid_6889xKenya,1
uniqueid_6890xKenya,1
uniqueid_6891xKenya,1
uniqueid_6892xKenya,0
uniqueid_6893xKenya,1
uniqueid_6894xKenya,1
uniqueid_6895xKenya,1
uniqueid_6896xKenya,1
uniqueid_6897xKenya,1
uniqueid_6898xKenya,1
uniqueid_6899xKenya,1
uniqueid_6900xKenya,1
uniqueid_6901xKenya,1
uniqueid_6902xKenya,1
uniqueid_6903xKenya,1
uniqueid_6904xKenya,1
uniqueid_6905xKenya,1
uniqueid_6906xKenya,1
uniqueid_6907xKenya,0
uniqueid_6908xKenya,1
uniqueid_6909xKenya,1
uniqueid_6910xKenya,1
uniqueid_6911xKenya,1
uniqueid_6912xKenya,1
uniqueid_6913xKenya,1
uniqueid_6914xKenya,1
uniqueid_6915xKenya,1
uniqueid_6916xKenya,1
uniqueid_6917xKenya,1
uniqueid_6918xKenya,1
uniqueid_6919xKenya,1
uniqueid_6920xKenya,1
uniqueid_6921xKenya,0
uniqueid_6922xKenya,0
uniqueid_6923xKenya,1
uniqueid_6924xKenya,1
uniqueid_6925xKenya,1
uniqueid_6926xKenya,1
uniqueid_6927xKenya,0
uniqueid_6928xKenya,1
uniqueid_6929xKenya,1
uniqueid_6930xKenya,1
uniqueid_6931xKenya,1
uniqueid_6932xKenya,1
uniqueid_6933xKenya,1
uniqueid_6934xKenya,1
uniqueid_6935xKenya,1
uniqueid_6936xKenya,1
uniqueid_6937xKenya,1
uniqueid_6938xKenya,1
uniqueid_6939xKenya,1
uniqueid_6940xKenya,1
uniqueid_6941xKenya,1
uniqueid_6942xKenya,1
uniqueid_6943xKenya,0
uniqueid_6944xKenya,1
uniqueid_6945xKenya,1
uniqueid_6946xKenya,1
uniqueid_6947xKenya,1
uniqueid_6948xKenya,0
uniqueid_6949xKenya,1
uniqueid_6950xKenya,1
uniqueid_6951xKenya,1
uniqueid_6952xKenya,1
uniqueid_6953xKenya,1
uniqueid_6954xKenya,1
uniqueid_6955xKenya,1
uniqueid_6956xKenya,1
uniqueid_6957xKenya,1
uniqueid_6958xKenya,1
uniqueid_6959xKenya,1
uniqueid_6960xKenya,1
uniqueid_6961xKenya,0
uniqueid_6962xKenya,0
uniqueid_6963xKenya,1
uniqueid_6964xKenya,1
uniqueid_6965xKenya,1
uniqueid_6966xKenya,1
uniqueid_6967xKenya,1
uniqueid_6968xKenya,1
uniqueid_6969xKenya,0
uniqueid_6970xKenya,1
uniqueid_6971xKenya,1
uniqueid_6972xKenya,1
uniqueid_6973xKenya,1
uniqueid_6974xKenya,1
uniqueid_6975xKenya,1
uniqueid_6976xKenya,1
uniqueid_6977xKenya,1
uniqueid_6978xKenya,1
uniqueid_6979xKenya,1
uniqueid_6980xKenya,1
uniqueid_6981xKenya,1
uniqueid_6982xKenya,1
uniqueid_6983xKenya,1
uniqueid_6984xKenya,0
uniqueid_6985xKenya,1
uniqueid_6986xKenya,1
uniqueid_6987xKenya,1
uniqueid_6988xKenya,1
uniqueid_6989xKenya,1
uniqueid_6990xKenya,1
uniqueid_6991xKenya,1
uniqueid_6992xKenya,1
uniqueid_6993xKenya,1
uniqueid_6994xKenya,1
uniqueid_6995xKenya,1
uniqueid_6996xKenya,1
uniqueid_6997xKenya,0
uniqueid_6998xKenya,1
uniqueid_6999xKenya,1
uniqueid_7000xKenya,0
